cod_condicao_pagamento;cod_pessoa_cliente;cod_pessoa_representante;dta_emissao;seq_pre_venda;val_total_pre_venda
2;1609;1559;09/03/2017 00:00;38055;9261,31
2;1609;1559;16/03/2017 00:00;38657;9360
2;1609;1559;05/04/2017 00:00;39990;4369,2
2;1609;1559;08/04/2017 00:00;40277;4128
2;1609;1559;13/04/2017 00:00;40688;4200
2;1609;1559;03/05/2017 00:00;42055;5485,33
2;1609;1559;04/05/2017 00:00;42197;1828,5
2;1609;1559;16/05/2017 00:00;43080;13621,5
2;1609;1559;24/05/2017 00:00;43642;5393,5
2;1609;1559;24/05/2017 00:00;43651;1782,5
2;1609;1559;16/06/2017 00:00;45952;4177,01
2;1609;3421;10/07/2017 00:00;48646;2939,9
2;1611;2182;18/03/2017 00:00;38842;606,37
2;1613;93;06/01/2017 00:00;33363;260,48
2;1613;93;11/01/2017 00:00;33737;233,91
2;1613;1568;16/01/2017 00:00;34104;195,04
2;1613;1568;26/01/2017 00:00;34852;155,48
2;1613;1568;13/02/2017 00:00;36272;155,48
2;1613;1568;20/02/2017 00:00;36788;194,35
2;1613;1568;24/02/2017 00:00;37251;304,86
2;1613;1568;06/03/2017 00:00;37777;304,86
2;1613;1568;14/03/2017 00:00;38460;155,48
2;1613;1568;04/05/2017 00:00;42082;250,68
2;1613;1568;05/06/2017 00:00;44523;194,35
2;1613;1568;19/06/2017 00:00;46179;460,04
2;1613;1568;20/07/2017 00:00;50050;258,95
2;1613;1568;07/08/2017 00:00;52325;352,62
2;1617;3231;01/08/2017 00:00;51514;800,74
2;1624;18;06/01/2017 00:00;33401;902,52
2;1624;18;10/01/2017 00:00;33674;1244,28
2;1624;1559;03/01/2017 00:00;33054;1030
2;1624;2182;25/01/2017 00:00;34729;948
2;1624;2182;10/02/2017 00:00;36060;1103,16
2;1624;2182;10/02/2017 00:00;36061;388,7
2;1624;2182;02/03/2017 00:00;37490;1124,16
2;1624;2182;08/03/2017 00:00;37899;1174,92
2;1624;2182;16/03/2017 00:00;38652;855,82
2;1624;2182;24/03/2017 00:00;39202;1226,79
2;1624;2182;12/04/2017 00:00;40501;855,81
2;1624;2182;18/04/2017 00:00;40911;927,59
2;1624;2182;24/04/2017 00:00;41324;1243,56
2;1624;2182;26/04/2017 00:00;41494;569,23
2;1624;2182;28/04/2017 00:00;41703;325,44
2;1624;2182;02/05/2017 00:00;41872;325,44
2;1624;2182;02/05/2017 00:00;41880;161,16
2;1624;2182;10/05/2017 00:00;42614;630,84
2;1624;2182;17/05/2017 00:00;43119;1593,05
2;1624;2182;19/05/2017 00:00;43310;796,62
2;1624;2182;23/05/2017 00:00;43493;1522,27
2;1624;2182;26/05/2017 00:00;43790;695,37
2;1624;2182;30/05/2017 00:00;44074;640,99
2;1624;3456;20/07/2017 00:00;50111;284,16
2;1624;3456;27/07/2017 00:00;51047;298,32
2;1625;2481;06/01/2017 00:00;33434;420
2;1625;2481;13/01/2017 00:00;33923;268,8
2;1625;2481;13/01/2017 00:00;34001;268,8
2;1625;2481;03/02/2017 00:00;35561;298,99
2;1625;2481;11/02/2017 00:00;36207;525
2;1625;2481;17/02/2017 00:00;36746;536,7
2;1625;2481;23/02/2017 00:00;37170;315
2;1625;2481;03/03/2017 00:00;37645;558,24
2;1625;2481;10/03/2017 00:00;38225;731,7
2;1625;2481;13/03/2017 00:00;38333;530
2;1625;2481;17/03/2017 00:00;38784;731,6
2;1625;2481;22/03/2017 00:00;39012;347,76
2;1625;2481;31/03/2017 00:00;39722;315
2;1625;2481;07/04/2017 00:00;40182;444
2;1625;2481;10/04/2017 00:00;40362;315
2;1625;2481;13/04/2017 00:00;40709;315
2;1625;2481;25/04/2017 00:00;41479;525
2;1625;2481;05/05/2017 00:00;42280;543,01
2;1625;2481;09/05/2017 00:00;42546;636,91
2;1625;2481;12/05/2017 00:00;42895;472,1
2;1625;2481;19/05/2017 00:00;43374;651,2
2;1625;2481;26/05/2017 00:00;43825;505
2;1625;2481;02/06/2017 00:00;44407;706,01
2;1625;2481;09/06/2017 00:00;45105;650,7
2;1625;2481;24/06/2017 00:00;46946;663,6
2;1625;2481;28/06/2017 00:00;47271;432
2;1625;2481;06/07/2017 00:00;48199;492
2;1625;2481;14/07/2017 00:00;49407;377,04
2;1625;2481;20/07/2017 00:00;49956;373
2;1625;2481;21/07/2017 00:00;50328;315
2;1625;2481;04/08/2017 00:00;52144;222
2;1625;2481;04/08/2017 00:00;52157;218
2;1625;2481;11/08/2017 00:00;52883;565,37
2;1625;2481;17/08/2017 00:00;53388;535,4
2;1627;19;04/01/2017 00:00;33174;5520
2;1630;2481;19/07/2017 00:00;49767;1459,68
2;1632;2300;17/01/2017 00:00;34190;210
2;1632;2300;17/04/2017 00:00;40890;315
2;1632;2300;14/06/2017 00:00;45788;420
2;1636;1534;09/01/2017 00:00;33510;556,6
2;1636;1534;12/01/2017 00:00;33819;718,68
2;1636;1534;26/01/2017 00:00;34806;583,36
2;1636;1534;02/02/2017 00:00;35419;158,34
2;1636;1534;06/02/2017 00:00;35694;430
2;1636;1534;06/02/2017 00:00;35697;162,72
2;1636;1534;16/03/2017 00:00;38605;339,36
2;1637;1559;14/02/2017 00:00;36363;768,2
2;1637;2481;10/02/2017 00:00;36057;759
2;1638;685;06/01/2017 00:00;33342;515,6
2;1642;2481;02/01/2017 00:00;33035;499,65
2;1642;2481;16/01/2017 00:00;34111;477,01
2;1642;2481;19/01/2017 00:00;34354;310,96
2;1642;2481;23/01/2017 00:00;34605;423,43
2;1642;2481;01/02/2017 00:00;35324;500,09
2;1642;2481;06/02/2017 00:00;35729;371,13
2;1642;2481;15/02/2017 00:00;36472;596,92
2;1642;2481;20/02/2017 00:00;36857;233,22
2;1642;2481;01/03/2017 00:00;37432;479,1
2;1642;2481;06/03/2017 00:00;37787;512,16
2;1642;2481;10/03/2017 00:00;38249;432,85
2;1642;2481;13/03/2017 00:00;38344;351,88
2;1642;2481;17/03/2017 00:00;38810;352,47
2;1642;2481;20/03/2017 00:00;38893;541,61
2;1642;2481;24/03/2017 00:00;39286;370,9
2;1642;2481;27/03/2017 00:00;39358;461,93
2;1642;2481;10/04/2017 00:00;40357;592,8
2;1642;2481;17/04/2017 00:00;40881;389,01
2;1642;2481;20/04/2017 00:00;41215;579,5
2;1642;2481;27/04/2017 00:00;41581;541,51
2;1642;2481;05/05/2017 00:00;42325;356,97
2;1642;2481;11/05/2017 00:00;42778;508,99
2;1642;2481;15/05/2017 00:00;42990;584,98
2;1642;2481;19/05/2017 00:00;43398;272,09
2;1642;2481;22/05/2017 00:00;43477;545,24
2;1642;2481;26/05/2017 00:00;43872;350
2;1642;2481;29/05/2017 00:00;43971;302,24
2;1642;2481;02/06/2017 00:00;44400;262,52
2;1642;2481;05/06/2017 00:00;44522;471,86
2;1642;2481;19/06/2017 00:00;46193;534,61
2;1642;2481;26/06/2017 00:00;47094;635,74
2;1642;2481;30/06/2017 00:00;47678;280,98
2;1642;2481;07/07/2017 00:00;48502;593,49
2;1642;2481;10/07/2017 00:00;48668;418,53
2;1642;2481;14/07/2017 00:00;49416;326,61
2;1642;2481;17/07/2017 00:00;49611;235
2;1642;2481;24/07/2017 00:00;50505;617,59
2;1642;2481;28/07/2017 00:00;51262;254,73
2;1642;2481;31/07/2017 00:00;51417;190
2;1642;2481;07/08/2017 00:00;52314;503,47
2;1643;19;03/01/2017 00:00;33122;406,8
2;1643;19;07/02/2017 00:00;35735;4493,9
2;1643;19;08/03/2017 00:00;37903;399,6
2;1643;19;10/05/2017 00:00;42563;594
2;1643;19;17/05/2017 00:00;43132;1188
2;1643;19;24/05/2017 00:00;43573;4158
2;1643;19;05/07/2017 00:00;48048;2004,67
2;1643;19;26/07/2017 00:00;50821;2578,86
2;1643;19;09/08/2017 00:00;52556;2442,07
2;1644;18;08/06/2017 00:00;44888;207
2;1646;1568;18/01/2017 00:00;34221;136,6
2;1646;1568;01/02/2017 00:00;35263;168,1
2;1646;1568;08/02/2017 00:00;35851;90,1
2;1646;1568;22/02/2017 00:00;36989;77,6
2;1646;1568;13/03/2017 00:00;38310;77,6
2;1646;1568;22/03/2017 00:00;39023;81,5
2;1646;1568;29/03/2017 00:00;39455;108,6
2;1646;1568;17/05/2017 00:00;43108;145,3
2;1646;1568;31/05/2017 00:00;44095;159,7
2;1646;1568;05/06/2017 00:00;44448;161,08
2;1646;1568;09/06/2017 00:00;45028;185,2
2;1646;1568;14/06/2017 00:00;45632;181,1
2;1646;1568;05/07/2017 00:00;48083;173,68
2;1646;1568;13/07/2017 00:00;49043;161,98
2;1646;1568;20/07/2017 00:00;50002;167,76
2;1646;3049;07/04/2017 00:00;40168;166,45
2;1646;3049;19/04/2017 00:00;41095;166,35
2;1646;3049;29/04/2017 00:00;41826;153,8
2;1646;3049;08/05/2017 00:00;42381;175,7
2;1646;3049;24/05/2017 00:00;43593;155,55
2;1646;3049;26/06/2017 00:00;46978;145
2;1646;3049;27/07/2017 00:00;50992;202,59
2;1646;3049;01/08/2017 00:00;51440;147,66
2;1646;3049;10/08/2017 00:00;52769;168,7
2;1649;2300;05/01/2017 00:00;33212;246,48
2;1649;2300;12/01/2017 00:00;33811;437,74
2;1649;2300;30/01/2017 00:00;35084;1365,66
2;1649;2300;10/02/2017 00:00;36062;454,16
2;1649;2300;17/02/2017 00:00;36655;288,62
2;1649;2300;07/03/2017 00:00;37792;735,76
2;1649;2300;31/03/2017 00:00;39744;535,16
2;1649;2300;11/04/2017 00:00;40473;616,4
2;1649;2300;02/05/2017 00:00;41907;304,34
2;1649;2300;19/05/2017 00:00;43358;923,16
2;1649;2300;23/06/2017 00:00;46763;928,9
2;1649;2300;01/08/2017 00:00;51570;1025,41
2;1650;3231;24/05/2017 00:00;43577;737,99
2;1650;3231;08/06/2017 00:00;44827;450
2;1650;3231;05/07/2017 00:00;48056;1980,05
2;1650;3231;12/07/2017 00:00;48854;2130,03
2;1650;3231;20/07/2017 00:00;50026;2550,04
2;1651;19;14/03/2017 00:00;38401;164,88
2;1651;19;28/03/2017 00:00;39408;200,88
2;1651;3231;02/06/2017 00:00;44337;167,28
2;1651;3231;08/06/2017 00:00;44872;178,8
2;1651;3231;13/06/2017 00:00;45429;162,86
2;1651;3231;20/06/2017 00:00;46351;162
2;1651;3231;22/06/2017 00:00;46663;193,5
2;1651;3231;23/06/2017 00:00;46873;157,2
2;1651;3231;28/06/2017 00:00;47286;163,68
2;1651;3231;05/07/2017 00:00;48150;162
2;1660;2300;05/04/2017 00:00;39927;170,46
2;1662;1559;07/03/2017 00:00;37806;630
2;1662;3455;07/07/2017 00:00;48373;1143,6
2;1665;1568;10/03/2017 00:00;38134;221,61
2;1665;1568;30/03/2017 00:00;39560;308,87
2;1665;1568;07/04/2017 00:00;40139;283
2;1666;2481;06/02/2017 00:00;35726;647,7
2;1666;2481;10/03/2017 00:00;38244;439,22
2;1666;2481;12/04/2017 00:00;40588;666
2;1673;2481;16/02/2017 00:00;36593;1029
2;1673;2481;23/02/2017 00:00;37193;1029
2;1673;2481;10/03/2017 00:00;38218;440,3
2;1673;2481;23/03/2017 00:00;39135;1029
2;1673;2481;06/04/2017 00:00;40086;1029
2;1673;2481;12/04/2017 00:00;40561;1543,5
2;1673;2481;19/04/2017 00:00;41077;1029
2;1673;2481;20/04/2017 00:00;41174;314,5
2;1673;2481;27/04/2017 00:00;41635;597
2;1673;2481;04/05/2017 00:00;42164;990,05
2;1673;2481;11/05/2017 00:00;42726;1010
2;1673;2481;18/05/2017 00:00;43273;505
2;1673;2481;25/05/2017 00:00;43751;315
2;1673;2481;01/06/2017 00:00;44265;505
2;1673;2481;02/06/2017 00:00;44302;194,7
2;1673;2481;09/06/2017 00:00;44977;1447,59
2;1673;2481;13/06/2017 00:00;45611;505
2;1673;2481;22/06/2017 00:00;46686;1485,07
2;1673;2481;06/07/2017 00:00;48318;1485,07
2;1673;2481;13/07/2017 00:00;49188;1485,07
2;1673;2481;26/07/2017 00:00;50700;530
2;1673;2481;28/07/2017 00:00;51216;1308
2;1675;1559;14/03/2017 00:00;38441;2251,2
2;1678;2300;07/01/2017 00:00;33454;139,24
2;1678;2300;13/01/2017 00:00;33884;232,2
2;1678;2300;03/02/2017 00:00;35603;228
2;1678;2300;10/02/2017 00:00;36171;190
2;1678;2300;18/03/2017 00:00;38835;275,77
2;1678;2300;06/04/2017 00:00;40011;321,6
2;1678;2300;29/04/2017 00:00;41823;187,2
2;1678;2300;13/05/2017 00:00;42921;140,4
2;1678;2300;22/07/2017 00:00;50345;680,4
2;1679;2182;03/01/2017 00:00;33123;1014,28
2;1679;2182;19/01/2017 00:00;34340;1176,18
2;1679;2182;26/01/2017 00:00;34863;1968,8
2;1679;2182;02/02/2017 00:00;35415;682,8
2;1679;2182;10/02/2017 00:00;36152;546,66
2;1679;2182;16/02/2017 00:00;36574;417,45
2;1679;2182;24/02/2017 00:00;37272;802,1
2;1679;2182;10/03/2017 00:00;38237;449,3
2;1679;2182;07/04/2017 00:00;40135;944,69
2;1679;2182;28/04/2017 00:00;41781;214,1
2;1679;2182;02/05/2017 00:00;41912;1080,03
2;1679;2182;11/05/2017 00:00;42652;1043,44
2;1679;2182;22/05/2017 00:00;43471;1501,2
2;1679;2182;09/06/2017 00:00;45118;1159,5
2;1679;2182;20/06/2017 00:00;46266;3387,17
2;1679;2182;05/07/2017 00:00;48074;500,4
2;1679;2182;14/07/2017 00:00;49394;1051,08
2;1679;2182;21/07/2017 00:00;50289;998,2
2;1679;2182;18/08/2017 00:00;53493;1586,08
2;1682;2300;21/01/2017 00:00;34513;373,68
2;1682;2300;14/02/2017 00:00;36341;371,64
2;1682;2300;17/02/2017 00:00;36687;194,35
2;1682;2300;10/03/2017 00:00;38222;142,64
2;1682;2300;17/03/2017 00:00;38761;240,81
2;1683;2481;12/01/2017 00:00;33831;201,96
2;1684;2300;20/01/2017 00:00;34425;90,6
2;1687;19;08/02/2017 00:00;35871;23297,64
2;1687;19;22/02/2017 00:00;37006;1117,5
2;1687;19;07/03/2017 00:00;37860;40320
2;1687;19;02/05/2017 00:00;41954;40800
2;1687;22;31/05/2017 00:00;44155;22917
2;1687;1559;08/04/2017 00:00;40278;4287
2;1687;1559;08/06/2017 00:00;44937;1887,59
2;1687;1559;16/06/2017 00:00;45980;6904,63
2;1687;3457;02/08/2017 00:00;51786;2757,62
2;1687;3457;04/08/2017 00:00;52053;2757,61
2;1687;3457;10/08/2017 00:00;52826;9300,13
2;1687;3457;18/08/2017 00:00;53504;5593,8
2;1688;19;13/01/2017 00:00;33862;6480
2;1688;19;01/02/2017 00:00;35326;12300
2;1688;19;08/02/2017 00:00;35877;13225
2;1688;19;23/02/2017 00:00;37185;10500
2;1688;19;07/03/2017 00:00;37858;12300
2;1688;1559;29/03/2017 00:00;39515;12528
2;1688;1559;08/04/2017 00:00;40273;20640
2;1688;1559;19/04/2017 00:00;41049;12012
2;1688;1559;30/05/2017 00:00;44030;6228
2;1688;1559;08/06/2017 00:00;44966;6180
2;1688;1559;29/06/2017 00:00;47513;17760,6
2;1688;1559;21/07/2017 00:00;50301;12126,4
2;1688;1559;26/07/2017 00:00;50759;12126,4
2;1688;1559;04/08/2017 00:00;52133;11840,4
2;1688;3421;08/08/2017 00:00;52502;4056
2;1692;18;22/02/2017 00:00;37035;108,85
2;1692;18;25/04/2017 00:00;41398;108,8
2;1692;93;10/01/2017 00:00;33654;253,78
2;1692;93;01/02/2017 00:00;35322;116,22
2;1692;685;18/01/2017 00:00;34257;122,58
2;1692;1568;07/02/2017 00:00;35817;105,75
2;1692;1568;16/02/2017 00:00;36576;117,3
2;1692;1568;07/03/2017 00:00;37889;108,85
2;1692;1568;08/03/2017 00:00;37973;92,8
2;1692;1568;14/03/2017 00:00;38461;120,1
2;1692;1568;22/03/2017 00:00;39103;110,85
2;1692;1568;31/03/2017 00:00;39659;110,75
2;1692;1568;18/04/2017 00:00;40997;110,85
2;1692;1568;03/05/2017 00:00;42056;110,75
2;1692;3049;11/04/2017 00:00;40404;110,75
2;1692;3049;19/04/2017 00:00;41109;78,8
2;1694;2300;14/01/2017 00:00;34038;412,5
2;1694;2300;15/03/2017 00:00;38528;229,8
2;1694;2300;31/03/2017 00:00;39709;262,14
2;1694;2300;31/03/2017 00:00;39711;187,2
2;1694;2300;26/04/2017 00:00;41543;163,84
2;1694;2300;20/05/2017 00:00;43415;405,88
2;1694;2300;26/05/2017 00:00;43834;186,12
2;1694;2300;07/06/2017 00:00;44745;403,64
2;1696;2481;31/03/2017 00:00;39721;1462,8
2;1697;2481;22/03/2017 00:00;39090;1305,36
2;1700;2182;12/01/2017 00:00;33794;546
2;1700;2182;02/02/2017 00:00;35355;430
2;1700;2182;03/02/2017 00:00;35484;1327,95
2;1700;2182;09/02/2017 00:00;35998;744
2;1700;2182;16/02/2017 00:00;36534;572,25
2;1700;2182;24/02/2017 00:00;37211;924,6
2;1700;2182;16/03/2017 00:00;38603;670,5
2;1700;2182;10/04/2017 00:00;40346;672
2;1700;2182;08/06/2017 00:00;44891;566,98
2;1700;2182;07/07/2017 00:00;48458;745,22
2;1700;2182;14/07/2017 00:00;49403;379,5
2;1700;2182;21/07/2017 00:00;50294;365,69
2;1700;2182;28/07/2017 00:00;51242;455,4
2;1702;1568;11/01/2017 00:00;33694;72,5
2;1705;1559;20/01/2017 00:00;34474;1478,4
2;1705;1559;27/01/2017 00:00;34988;2056,5
2;1705;1559;27/01/2017 00:00;35008;568,8
2;1705;1559;31/03/2017 00:00;39700;644,4
2;1705;1559;07/04/2017 00:00;40209;755
2;1705;1559;13/04/2017 00:00;40679;2080,03
2;1705;1559;09/06/2017 00:00;45106;1237,2
2;1705;2300;13/01/2017 00:00;34012;580,98
2;1707;1534;09/01/2017 00:00;33504;318,84
2;1707;1534;19/04/2017 00:00;41015;813
2;1707;1534;20/04/2017 00:00;41161;448,3
2;1707;3455;29/06/2017 00:00;47446;1832,07
2;1709;2300;04/01/2017 00:00;33151;122,8
2;1709;2300;11/01/2017 00:00;33699;259,36
2;1709;2300;14/03/2017 00:00;38372;191,32
2;1709;2300;11/04/2017 00:00;40450;75,84
2;1709;2300;18/04/2017 00:00;40988;190,8
2;1709;2300;25/04/2017 00:00;41418;243,28
2;1709;2300;16/05/2017 00:00;43064;191,72
2;1709;2300;25/05/2017 00:00;43754;306,14
2;1709;2300;27/06/2017 00:00;47136;190,8
2;1709;2300;16/08/2017 00:00;53184;310,65
2;1713;1534;17/03/2017 00:00;38809;946,57
2;1713;2300;19/01/2017 00:00;34279;297,72
2;1713;2300;20/01/2017 00:00;34430;119,4
2;1713;2300;23/01/2017 00:00;34585;304,56
2;1713;2300;27/01/2017 00:00;34984;305,76
2;1713;2300;01/02/2017 00:00;35241;167,16
2;1717;18;02/08/2017 00:00;51692;179,76
2;1719;1559;12/01/2017 00:00;33782;1110
2;1719;1559;13/01/2017 00:00;33893;3387,36
2;1719;1559;22/06/2017 00:00;46739;1220,4
2;1719;1568;20/07/2017 00:00;50080;813,6
2;1719;3456;14/07/2017 00:00;49208;297
2;1723;2300;30/03/2017 00:00;39613;434,76
2;1727;19;21/02/2017 00:00;36956;235
2;1727;19;21/02/2017 00:00;36967;1095
2;1727;19;29/03/2017 00:00;39475;558
2;1727;19;14/06/2017 00:00;45782;5677,04
2;1727;19;21/06/2017 00:00;46412;2962,5
2;1727;19;28/06/2017 00:00;47267;3120,1
2;1727;19;05/07/2017 00:00;48162;4335,08
2;1727;19;12/07/2017 00:00;48926;2847,65
2;1728;1568;27/04/2017 00:00;41627;162,6
2;1729;19;04/01/2017 00:00;33150;1727,5
2;1729;19;13/01/2017 00:00;33932;1610
2;1729;19;19/01/2017 00:00;34330;912
2;1729;19;08/02/2017 00:00;35888;1007,76
2;1729;19;15/02/2017 00:00;36471;1175,88
2;1729;19;23/02/2017 00:00;37190;570
2;1729;1559;09/03/2017 00:00;38036;1038,04
2;1729;1559;16/03/2017 00:00;38656;610,8
2;1729;1559;22/03/2017 00:00;39091;1302,71
2;1729;1559;29/03/2017 00:00;39494;1831,82
2;1729;1559;05/04/2017 00:00;39981;1434,62
2;1729;1559;13/04/2017 00:00;40682;1600,19
2;1729;1559;03/05/2017 00:00;42043;1840,23
2;1729;1559;10/05/2017 00:00;42604;749,44
2;1729;3070;26/04/2017 00:00;41522;1027,44
2;1729;3421;24/06/2017 00:00;46966;1108,83
2;1729;3421;05/07/2017 00:00;48128;1097,3
2;1729;3421;10/07/2017 00:00;48641;3270,56
2;1729;3421;12/07/2017 00:00;48893;3575,57
2;1729;3421;18/07/2017 00:00;49750;4175,12
2;1729;3421;22/07/2017 00:00;50356;3381,79
2;1729;3421;26/07/2017 00:00;50743;3084,2
2;1729;3421;28/07/2017 00:00;51157;1748
2;1729;3421;04/08/2017 00:00;52043;1103,19
2;1729;3421;07/08/2017 00:00;52216;3208,5
2;1729;3421;11/08/2017 00:00;53022;1828,5
2;1729;3421;14/08/2017 00:00;53079;3291,3
2;1729;3421;16/08/2017 00:00;53159;1580,34
2;1730;1534;10/01/2017 00:00;33583;312,34
2;1730;1534;14/01/2017 00:00;34026;234,6
2;1730;1534;20/01/2017 00:00;34407;274,16
2;1730;1534;27/01/2017 00:00;34968;233,22
2;1730;1534;30/01/2017 00:00;35113;194,35
2;1730;1534;03/02/2017 00:00;35528;155,48
2;1730;1534;10/02/2017 00:00;36065;194,35
2;1730;1534;15/02/2017 00:00;36402;349,83
2;1730;1534;21/02/2017 00:00;36921;272,09
2;1730;1534;02/03/2017 00:00;37456;310,96
2;1730;1534;07/03/2017 00:00;37859;349,83
2;1730;1534;14/03/2017 00:00;38380;388,7
2;1730;1534;21/03/2017 00:00;38972;233,22
2;1730;1534;03/05/2017 00:00;41973;233,22
2;1730;1534;05/05/2017 00:00;42301;311,16
2;1730;1568;12/05/2017 00:00;42871;334,76
2;1730;1568;07/06/2017 00:00;44694;273,48
2;1730;1568;03/07/2017 00:00;47760;310,96
2;1730;3049;18/05/2017 00:00;43222;310,96
2;1730;3049;24/05/2017 00:00;43633;310,96
2;1730;3049;31/05/2017 00:00;44099;233,22
2;1730;3049;14/06/2017 00:00;45651;310,96
2;1730;3049;19/06/2017 00:00;46119;136,74
2;1730;3049;21/06/2017 00:00;46464;387
2;1730;3049;24/06/2017 00:00;46933;310,96
2;1730;3455;14/07/2017 00:00;49268;233,22
2;1730;3455;20/07/2017 00:00;49979;229,54
2;1730;3455;27/07/2017 00:00;51033;305,44
2;1730;3455;03/08/2017 00:00;51849;228,62
2;1730;3455;10/08/2017 00:00;52800;194,35
2;1730;3455;16/08/2017 00:00;53166;338,89
2;1731;18;18/01/2017 00:00;34209;211,5
2;1731;18;28/01/2017 00:00;35048;238,8
2;1731;1534;04/01/2017 00:00;33186;117,5
2;1731;1568;09/02/2017 00:00;36000;1113
2;1731;1568;17/02/2017 00:00;36625;1000
2;1732;19;10/01/2017 00:00;33670;1664,76
2;1732;19;19/01/2017 00:00;34308;737,76
2;1732;19;07/02/2017 00:00;35761;706,86
2;1732;19;15/02/2017 00:00;36444;1921,88
2;1732;19;15/03/2017 00:00;38568;2704,33
2;1732;19;12/04/2017 00:00;40536;1980
2;1732;19;10/05/2017 00:00;42561;394,14
2;1734;685;25/02/2017 00:00;37363;155,48
2;1734;1568;17/02/2017 00:00;36702;123
2;1734;1568;22/04/2017 00:00;41282;77,74
2;1734;1568;25/05/2017 00:00;43659;155,48
2;1734;1568;01/06/2017 00:00;44230;155,48
2;1734;1568;03/08/2017 00:00;51885;116,61
2;1734;3049;29/04/2017 00:00;41801;116,61
2;1734;3049;11/05/2017 00:00;42770;155,48
2;1734;3049;16/06/2017 00:00;45808;155,48
2;1734;3049;28/06/2017 00:00;47254;155,48
2;1734;3049;21/07/2017 00:00;50175;151,8
2;1736;1559;09/01/2017 00:00;33567;437,76
2;1736;1559;10/01/2017 00:00;33678;430,56
2;1736;1559;18/01/2017 00:00;34208;287,04
2;1736;1559;07/02/2017 00:00;35819;406,8
2;1736;1559;16/02/2017 00:00;36551;222,48
2;1736;1559;04/04/2017 00:00;39890;286,56
2;1737;1568;26/07/2017 00:00;50842;1102,8
2;1737;1568;28/07/2017 00:00;51200;912
2;1737;1568;18/08/2017 00:00;53548;1686
2;1737;2481;08/03/2017 00:00;37955;254,64
2;1737;2481;21/03/2017 00:00;38973;1167,8
2;1737;2481;05/04/2017 00:00;39970;188,82
2;1737;2481;08/04/2017 00:00;40266;477
2;1737;2481;20/04/2017 00:00;41187;1916
2;1737;2481;24/04/2017 00:00;41311;1916
2;1737;2481;04/05/2017 00:00;42104;1636,59
2;1737;2481;17/05/2017 00:00;43137;1110
2;1737;2481;30/05/2017 00:00;44026;983,5
2;1737;2481;29/06/2017 00:00;47394;2226,63
2;1737;2481;07/07/2017 00:00;48493;176,4
2;1737;2481;07/07/2017 00:00;48498;100,56
2;1737;2481;12/07/2017 00:00;48929;1012,94
2;1737;2481;18/07/2017 00:00;49732;1563,63
2;1737;2481;22/07/2017 00:00;50354;1252,5
2;1737;2481;25/07/2017 00:00;50597;1750
2;1737;2481;10/08/2017 00:00;52784;186,48
2;1743;22;23/05/2017 00:00;43488;86976,48
2;1743;22;23/05/2017 00:00;43491;58843,68
2;1743;22;07/08/2017 00:00;52341;68101,6
2;1747;18;06/02/2017 00:00;35684;322,56
2;1747;18;23/02/2017 00:00;37167;159,78
2;1747;18;02/03/2017 00:00;37549;211,32
2;1747;18;09/03/2017 00:00;38088;183,72
2;1747;18;20/03/2017 00:00;38857;597,62
2;1747;18;30/03/2017 00:00;39598;356,73
2;1747;18;10/04/2017 00:00;40338;239,85
2;1747;18;17/04/2017 00:00;40855;249,3
2;1747;18;27/04/2017 00:00;41659;174,24
2;1747;18;04/05/2017 00:00;42181;190,86
2;1747;18;11/05/2017 00:00;42755;165,6
2;1747;18;25/05/2017 00:00;43736;277,14
2;1747;18;05/06/2017 00:00;44466;283,14
2;1747;18;08/06/2017 00:00;44926;236,4
2;1747;18;19/06/2017 00:00;46190;150,66
2;1747;18;26/06/2017 00:00;47073;283,2
2;1747;18;29/06/2017 00:00;47526;212,94
2;1747;18;20/07/2017 00:00;50112;251,88
2;1747;18;31/07/2017 00:00;51391;166,08
2;1748;22;16/06/2017 00:00;45806;93899,52
2;1748;22;19/06/2017 00:00;46196;93899,52
2;1748;22;26/06/2017 00:00;46984;80633,76
2;1750;18;05/01/2017 00:00;33256;784,75
2;1750;18;10/01/2017 00:00;33616;1549,14
2;1750;18;19/01/2017 00:00;34293;536,02
2;1750;18;24/01/2017 00:00;34691;579,81
2;1750;18;31/01/2017 00:00;35172;757,04
2;1750;18;10/02/2017 00:00;36146;238,8
2;1750;18;14/02/2017 00:00;36311;1114,14
2;1750;18;17/02/2017 00:00;36715;228
2;1750;18;22/02/2017 00:00;36999;768,21
2;1750;18;01/03/2017 00:00;37388;608,25
2;1750;18;07/03/2017 00:00;37826;1332
2;1750;18;10/03/2017 00:00;38181;155,48
2;1750;18;15/03/2017 00:00;38548;1084,73
2;1750;18;17/03/2017 00:00;38783;540,43
2;1750;18;22/03/2017 00:00;39073;1157,78
2;1750;18;28/03/2017 00:00;39434;1313,28
2;1750;18;04/04/2017 00:00;39865;1174,2
2;1750;18;07/04/2017 00:00;40203;614,74
2;1750;18;11/04/2017 00:00;40408;1817,75
2;1750;18;19/04/2017 00:00;41098;420
2;1750;18;22/04/2017 00:00;41249;890,4
2;1750;18;27/04/2017 00:00;41580;654
2;1750;18;03/05/2017 00:00;42012;1358,44
2;1750;18;03/05/2017 00:00;42013;1418,44
2;1750;18;05/05/2017 00:00;42261;579,41
2;1750;18;09/05/2017 00:00;42503;773
2;1750;18;12/05/2017 00:00;42867;850,74
2;1750;18;16/05/2017 00:00;43047;287,77
