"seq_pre_venda";"dta_emissao";"hra_emissao";"cod_pessoa_cliente";"cod_pessoa_representante";"val_total_pre_venda";"ind_status"
39.869;04/04/2017 00:00;"13:40";2.990;19;11160,28;"FA"
39.888;04/04/2017 00:00;"15:52";704;2.300;216,08;"FA"
39.908;04/04/2017 00:00;"17:59";3.075;1.568;550;"FA"
39.892;04/04/2017 00:00;"16:09";3.071;1.559;2100;"FA"
39.890;04/04/2017 00:00;"15:57";1.736;1.559;286,56;"FA"
39.891;04/04/2017 00:00;"15:57";2.393;2.481;175,72;"FA"
39.907;04/04/2017 00:00;"17:52";2.791;2.481;2349,9;"FA"
39.884;04/04/2017 00:00;"15:01";945;1.534;3808,2;"FA"
39.904;04/04/2017 00:00;"17:32";530;1.534;1009,82;"FA"
39.899;04/04/2017 00:00;"17:02";331;1.534;165;"FA"
39.895;04/04/2017 00:00;"16:42";55;18;189,96;"FA"
39.886;04/04/2017 00:00;"15:23";729;1.534;221,7;"FA"
39.893;04/04/2017 00:00;"16:37";1.438;2.300;280,2;"FA"
39.897;04/04/2017 00:00;"16:51";2.833;2.182;945,33;"FA"
39.903;04/04/2017 00:00;"17:24";2.642;2.481;684;"FA"
39.902;04/04/2017 00:00;"17:19";1.059;1.559;1436,4;"FA"
39.900;04/04/2017 00:00;"17:06";923;1.534;260,72;"FA"
39.905;04/04/2017 00:00;"17:37";1.603;1.559;1932;"FA"
39.901;04/04/2017 00:00;"17:10";323;1.534;2220,25;"FA"
39.898;04/04/2017 00:00;"16:55";2.608;3.049;340,98;"FA"
39.894;04/04/2017 00:00;"16:39";949;2.300;194,35;"CC"
39.915;05/04/2017 00:00;"09:30";1.026;2.481;349,83;"FA"
39.910;05/04/2017 00:00;"08:57";2.993;1.559;439,22;"FA"
39.912;05/04/2017 00:00;"09:01";899;2.300;1840;"FA"
39.919;05/04/2017 00:00;"09:36";1.494;19;6618,07;"FA"
39.906;04/04/2017 00:00;"17:39";3.077;3.070;16851,12;"FA"
39.917;05/04/2017 00:00;"09:32";516;2.481;615,5;"FA"
39.913;05/04/2017 00:00;"09:09";1.378;3.049;215,76;"FA"
39.909;05/04/2017 00:00;"08:53";1.149;3.049;105;"FA"
39.916;05/04/2017 00:00;"09:32";3.031;2.300;434,46;"FA"
39.911;05/04/2017 00:00;"08:59";1.038;18;731,38;"FA"
39.914;05/04/2017 00:00;"09:15";2.135;2.481;759;"FA"
39.920;05/04/2017 00:00;"09:37";1.035;2.481;226,8;"FA"
39.925;05/04/2017 00:00;"09:54";447;2.300;315;"FA"
39.923;05/04/2017 00:00;"09:47";424;2.182;310,96;"FA"
39.924;05/04/2017 00:00;"09:52";495;2.300;241,14;"FA"
39.926;05/04/2017 00:00;"09:57";307;2.300;239,06;"FA"
39.922;05/04/2017 00:00;"09:45";244;2.182;8887,6;"FA"
39.921;05/04/2017 00:00;"09:45";2.179;2.481;2208;"FA"
39.918;05/04/2017 00:00;"09:34";1.837;19;1530;"CC"
39.934;05/04/2017 00:00;"10:37";1.323;1.568;1485,7;"FA"
39.928;05/04/2017 00:00;"10:02";2.077;1.534;1444,41;"FA"
39.960;05/04/2017 00:00;"13:56";1.297;1.568;176,64;"FA"
39.929;05/04/2017 00:00;"10:02";923;1.534;194,35;"FA"
39.931;05/04/2017 00:00;"10:14";3.077;3.070;17080,95;"FA"
39.930;05/04/2017 00:00;"10:09";1.723;2.300;874,44;"FA"
39.977;05/04/2017 00:00;"15:31";1.603;1.559;717,6;"FA"
39.946;05/04/2017 00:00;"12:00";1.490;1.568;195,8;"FA"
39.944;05/04/2017 00:00;"11:52";3.081;1.568;127;"FA"
39.975;05/04/2017 00:00;"15:23";1.756;685;57,5;"FA"
39.965;05/04/2017 00:00;"14:26";2.524;1.568;742;"FA"
39.976;05/04/2017 00:00;"15:27";1.112;1.559;2511,6;"FA"
39.955;05/04/2017 00:00;"13:24";1.605;1.534;629;"FA"
39.974;05/04/2017 00:00;"15:13";3.077;3.070;1558,5;"FA"
39.969;05/04/2017 00:00;"14:45";1.416;2.300;2346,86;"FA"
39.988;05/04/2017 00:00;"16:07";1.381;685;80,14;"FA"
39.995;05/04/2017 00:00;"16:33";2.215;2.300;135,96;"FA"
39.989;05/04/2017 00:00;"16:06";2.995;1.559;1719,6;"FA"
40.000;05/04/2017 00:00;"17:01";490;2.481;4211,3;"FA"
39.936;05/04/2017 00:00;"10:42";1.333;18;386,62;"FA"
39.943;05/04/2017 00:00;"11:49";2.985;1.559;2196;"FA"
39.932;05/04/2017 00:00;"10:19";1.420;2.481;3258;"FA"
39.938;05/04/2017 00:00;"11:26";294;2.182;2259,1;"FA"
39.945;05/04/2017 00:00;"11:52";195;2.481;1661,92;"FA"
39.933;05/04/2017 00:00;"10:34";841;1.559;2053,46;"FA"
39.935;05/04/2017 00:00;"10:41";3.059;3.049;420;"FA"
39.941;05/04/2017 00:00;"11:39";1.889;19;263;"FA"
39.942;05/04/2017 00:00;"11:44";3.078;1.559;915,8;"FA"
39.940;05/04/2017 00:00;"11:31";215;18;2072,97;"FA"
39.937;05/04/2017 00:00;"10:50";887;2.300;184,44;"FA"
39.939;05/04/2017 00:00;"11:30";561;2.481;229,08;"FA"
39.952;05/04/2017 00:00;"13:05";921;3.049;253,7;"FA"
39.927;05/04/2017 00:00;"09:59";1.660;2.300;170,46;"FA"
39.951;05/04/2017 00:00;"13:00";2.157;18;239,36;"FA"
39.950;05/04/2017 00:00;"12:57";836;18;748,08;"FA"
39.949;05/04/2017 00:00;"12:52";2.932;18;881,2;"FA"
39.953;05/04/2017 00:00;"13:06";764;18;1171,55;"FA"
39.947;06/04/2017 00:00;"12:02";950;19;1354,56;"CC"
39.966;05/04/2017 00:00;"14:25";2.893;2.182;3359,61;"FA"
39.954;05/04/2017 00:00;"13:22";1.934;1.534;163,8;"FA"
39.963;05/04/2017 00:00;"14:16";805;1.534;189,6;"FA"
39.964;05/04/2017 00:00;"14:20";1.989;2.300;228,84;"FA"
39.968;05/04/2017 00:00;"14:42";2.920;2.300;110,16;"FA"
39.961;05/04/2017 00:00;"14:05";164;2.300;189,6;"FA"
39.957;05/04/2017 00:00;"13:27";892;18;183,96;"FA"
39.956;05/04/2017 00:00;"13:24";771;2.300;180,27;"FA"
39.962;05/04/2017 00:00;"14:07";2.883;18;289,07;"FA"
39.970;05/04/2017 00:00;"14:45";1.737;2.481;188,82;"FA"
39.972;05/04/2017 00:00;"14:58";852;1.534;169,86;"FA"
39.959;05/04/2017 00:00;"13:35";2.280;19;1258;"FA"
39.971;05/04/2017 00:00;"14:47";496;2.481;168,42;"FA"
39.967;05/04/2017 00:00;"14:35";547;1.534;644,37;"FA"
39.978;05/04/2017 00:00;"15:32";135;1.534;3068,15;"FA"
39.979;05/04/2017 00:00;"15:36";201;2.481;186,48;"FA"
39.981;05/04/2017 00:00;"15:38";1.729;1.559;1434,62;"FA"
39.948;05/04/2017 00:00;"12:04";2.399;1.534;893,49;"FA"
39.980;05/04/2017 00:00;"15:37";544;1.534;208;"FA"
39.993;05/04/2017 00:00;"16:27";367;1.534;1224;"CC"
39.973;05/04/2017 00:00;"15:07";751;1.534;453,59;"FA"
39.987;05/04/2017 00:00;"15:57";51;2.481;233,82;"FA"
39.991;05/04/2017 00:00;"16:25";2.339;2.182;222,15;"FA"
39.997;05/04/2017 00:00;"16:34";243;1.534;150;"FA"
39.986;05/04/2017 00:00;"15:56";1.112;1.559;262,8;"FA"
39.985;05/04/2017 00:00;"15:53";201;2.481;1613,12;"FA"
39.984;05/04/2017 00:00;"15:52";2.988;1.559;715,19;"FA"
39.982;05/04/2017 00:00;"15:43";3.029;1.559;2269,74;"FA"
39.994;05/04/2017 00:00;"16:29";75;2.481;656,7;"FA"
39.996;05/04/2017 00:00;"16:33";1.160;19;4637,78;"FA"
39.992;05/04/2017 00:00;"16:27";2.080;19;990;"FA"
39.999;05/04/2017 00:00;"16:45";2.368;2.182;272,12;"FA"
39.990;05/04/2017 00:00;"16:16";1.609;1.559;4369,2;"FA"
39.998;05/04/2017 00:00;"16:36";978;19;1146,01;"CC"
40.003;05/04/2017 00:00;"17:05";188;2.182;525;"FA"
40.002;05/04/2017 00:00;"17:03";1.765;2.182;252,36;"FA"
39.983;05/04/2017 00:00;"15:46";2.967;1.559;1931,4;"FA"
40.004;05/04/2017 00:00;"17:08";1.139;2.300;628,2;"FA"
39.958;05/04/2017 00:00;"13:31";2.921;19;2150;"FA"
40.001;05/04/2017 00:00;"17:03";1.765;2.182;252,36;"CC"
40.007;05/04/2017 00:00;"17:26";3.085;1.559;1800;"FA"
40.005;05/04/2017 00:00;"17:10";1.513;18;2275,97;"FA"
40.006;05/04/2017 00:00;"17:22";3.079;1.559;3192,6;"FA"
40.013;06/04/2017 00:00;"08:44";2.649;1.568;130;"FA"
40.008;05/04/2017 00:00;"17:30";2.103;3.049;143,87;"FA"
40.016;06/04/2017 00:00;"09:20";1.259;3.049;238,78;"FA"
40.031;06/04/2017 00:00;"10:50";1.297;1.568;178;"FA"
40.012;06/04/2017 00:00;"08:34";338;2.300;693,76;"FA"
40.027;06/04/2017 00:00;"10:23";3.080;2.182;169,01;"FA"
40.010;05/04/2017 00:00;"17:38";511;3.049;174,28;"FA"
40.009;05/04/2017 00:00;"17:36";164;2.300;2609,81;"FA"
40.021;06/04/2017 00:00;"09:57";2.460;2.182;312,27;"FA"
40.015;06/04/2017 00:00;"09:16";191;3.049;520,56;"FA"
40.020;06/04/2017 00:00;"09:56";1.130;3.049;204,35;"FA"
40.019;06/04/2017 00:00;"09:44";29;1.568;1021,74;"FA"
40.011;06/04/2017 00:00;"08:06";1.678;2.300;321,6;"FA"
40.022;06/04/2017 00:00;"10:00";2.833;2.182;194,35;"FA"
40.017;06/04/2017 00:00;"09:41";354;1.534;287,74;"FA"
40.025;06/04/2017 00:00;"10:16";1.179;3.049;220,85;"FA"
40.014;06/04/2017 00:00;"09:12";603;19;11266,5;"FA"
40.028;06/04/2017 00:00;"10:39";1.970;3.049;1050;"FA"
40.030;06/04/2017 00:00;"10:42";3.059;1.568;117,56;"FA"
40.023;06/04/2017 00:00;"10:09";1.874;2.182;2280;"FA"
40.018;06/04/2017 00:00;"09:41";821;19;1177,44;"FA"
40.032;06/04/2017 00:00;"10:49";1.697;2.481;1046,16;"FA"
40.029;06/04/2017 00:00;"10:40";3.059;1.568;663;"FA"
40.044;06/04/2017 00:00;"12:31";2.649;685;505,4;"FA"
40.037;06/04/2017 00:00;"11:25";1.131;2.481;879,86;"FA"
40.034;06/04/2017 00:00;"11:05";1.228;1.568;162,53;"FA"
40.040;06/04/2017 00:00;"11:47";137;1.534;167,94;"FA"
40.041;06/04/2017 00:00;"11:47";2.381;2.182;357,73;"FA"
40.042;06/04/2017 00:00;"11:48";449;2.481;672;"FA"
40.038;06/04/2017 00:00;"11:38";1.222;2.300;525;"FA"
40.026;06/04/2017 00:00;"10:19";773;2.182;3636,07;"FA"
40.036;06/04/2017 00:00;"11:14";1.573;1.568;331,5;"FA"
40.039;06/04/2017 00:00;"11:39";733;2.300;3227,19;"FA"
40.063;06/04/2017 00:00;"14:44";1.161;18;234;"FA"
40.035;06/04/2017 00:00;"11:09";1.144;1.534;1812,74;"FA"
40.033;06/04/2017 00:00;"10:53";1.194;18;2097,18;"FA"
40.043;06/04/2017 00:00;"12:21";3.031;2.300;137,74;"FA"
40.045;06/04/2017 00:00;"12:34";1.111;49;46042;"FA"
40.051;06/04/2017 00:00;"13:44";2.715;17;204,9;"FA"
40.097;06/04/2017 00:00;"16:34";417;1.568;210,3;"FA"
40.046;06/04/2017 00:00;"12:36";1.434;3.049;107,08;"FA"
40.056;06/04/2017 00:00;"13:58";2.545;2.481;1050;"FA"
40.061;06/04/2017 00:00;"14:23";716;18;248,87;"FA"
40.055;06/04/2017 00:00;"13:57";3.086;18;155,7;"FA"
40.047;06/04/2017 00:00;"12:51";365;1.534;217,94;"FA"
40.062;06/04/2017 00:00;"14:31";855;18;335,58;"FA"
40.054;06/04/2017 00:00;"13:54";158;2.300;265,16;"FA"
40.052;06/04/2017 00:00;"13:51";343;685;865,13;"FA"
40.057;06/04/2017 00:00;"13:58";1.038;18;673,99;"FA"
40.049;06/04/2017 00:00;"13:11";315;3.049;319,05;"FA"
40.053;06/04/2017 00:00;"13:51";1.719;1.559;3178,27;"FA"
40.050;06/04/2017 00:00;"13:38";743;2.300;728,3;"FA"
40.048;06/04/2017 00:00;"12:57";449;2.481;305,4;"FA"
40.059;06/04/2017 00:00;"14:06";602;19;1650,06;"FA"
40.064;06/04/2017 00:00;"14:47";215;18;402,6;"FA"
40.726;13/04/2017 00:00;"17:32";3.087;19;1050;"CC"
40.066;06/04/2017 00:00;"14:50";386;18;400,22;"FA"
40.060;06/04/2017 00:00;"14:20";532;2.481;674,12;"FA"
40.058;06/04/2017 00:00;"14:04";564;18;3699,3;"FA"
40.068;06/04/2017 00:00;"14:55";1.157;3.049;199,9;"FA"
40.067;06/04/2017 00:00;"14:52";2.192;18;306,8;"FA"
40.073;06/04/2017 00:00;"15:05";2.019;18;226,24;"FA"
40.075;06/04/2017 00:00;"15:13";877;18;181,84;"FA"
40.071;06/04/2017 00:00;"14:57";1.868;2.182;319,47;"FA"
40.070;06/04/2017 00:00;"14:58";1.479;685;32;"FA"
40.086;06/04/2017 00:00;"15:39";1.673;2.481;1029;"FA"
40.072;06/04/2017 00:00;"15:05";2.943;2.182;178,3;"FA"
40.084;06/04/2017 00:00;"15:37";333;1.534;1173,15;"FA"
40.076;06/04/2017 00:00;"15:20";969;3.049;116,5;"FA"
40.083;06/04/2017 00:00;"15:34";110;1.534;2046,36;"FA"
40.088;06/04/2017 00:00;"15:47";876;18;163,8;"FA"
40.085;06/04/2017 00:00;"15:37";2.374;18;3039,19;"FA"
40.074;06/04/2017 00:00;"15:07";2.808;2.481;688,9;"FA"
40.069;06/04/2017 00:00;"14:56";740;1.534;853,49;"FA"
40.087;06/04/2017 00:00;"15:42";366;1.534;520,9;"FA"
40.091;06/04/2017 00:00;"16:02";397;2.300;342,05;"FA"
40.090;06/04/2017 00:00;"16:01";162;2.300;342,05;"FA"
40.092;06/04/2017 00:00;"16:15";776;1.534;670,07;"FA"
40.065;06/04/2017 00:00;"14:47";1.976;2.300;562,71;"FA"
40.103;06/04/2017 00:00;"16:44";724;2.182;443,99;"FA"
40.104;06/04/2017 00:00;"16:46";392;3.049;148,5;"FA"
40.099;06/04/2017 00:00;"16:35";1.076;2.300;248,16;"FA"
40.105;06/04/2017 00:00;"16:49";2.521;2.481;312,89;"CC"
40.093;06/04/2017 00:00;"16:24";1.933;1.534;274,9;"FA"
40.101;06/04/2017 00:00;"16:37";1.139;2.300;277,6;"FA"
40.098;06/04/2017 00:00;"16:33";714;2.481;197,4;"FA"
40.102;06/04/2017 00:00;"16:40";1.029;2.300;228;"FA"
40.100;06/04/2017 00:00;"16:35";3.083;2.481;420;"FA"
40.107;06/04/2017 00:00;"16:58";226;18;1897,5;"FA"
40.106;06/04/2017 00:00;"16:56";757;18;210;"FA"
40.114;06/04/2017 00:00;"17:33";2.575;3.049;122,15;"FA"
40.119;06/04/2017 00:00;"18:53";1.818;685;120;"FA"
40.115;06/04/2017 00:00;"17:38";1.262;2.300;233,78;"FA"
40.089;06/04/2017 00:00;"15:54";990;1.568;1035,8;"FA"
40.108;06/04/2017 00:00;"17:01";2.821;49;5028;"FA"
40.113;06/04/2017 00:00;"17:28";181;2.182;3345,6;"FA"
40.095;06/04/2017 00:00;"16:30";2.953;2.481;377,23;"FA"
40.096;06/04/2017 00:00;"16:32";737;2.300;1082,68;"FA"
40.111;06/04/2017 00:00;"17:20";260;2.300;2102,3;"FA"
40.094;06/04/2017 00:00;"16:30";165;2.300;6066,47;"FA"
40.116;06/04/2017 00:00;"17:42";913;2.300;454,14;"FA"
40.117;06/04/2017 00:00;"17:55";255;2.300;229,58;"FA"
40.112;06/04/2017 00:00;"17:22";170;2.300;2136,86;"FA"
40.120;07/04/2017 00:00;"08:22";1.904;1.568;84;"FA"
40.110;06/04/2017 00:00;"17:19";2.179;2.481;343,44;"FA"
40.121;07/04/2017 00:00;"08:27";1.134;3.049;202,8;"FA"
40.336;10/04/2017 00:00;"15:39";757;18;1026,52;"FA"
40.124;07/04/2017 00:00;"09:20";72;18;1049,96;"FA"
40.118;06/04/2017 00:00;"18:04";2.040;19;2343,6;"FA"
40.123;07/04/2017 00:00;"08:55";1.027;3.049;180,04;"FA"
40.109;06/04/2017 00:00;"17:14";207;1.534;189,56;"CC"
40.157;07/04/2017 00:00;"11:43";777;1.568;730;"FA"
40.155;07/04/2017 00:00;"11:27";990;1.568;1034,2;"FA"
40.122;07/04/2017 00:00;"08:51";722;1.568;2473,2;"FA"
40.165;07/04/2017 00:00;"12:12";478;2.182;1622,22;"FA"
40.162;07/04/2017 00:00;"11:56";957;18;1334,89;"FA"
40.144;07/04/2017 00:00;"10:48";3.059;1.568;420;"FA"
40.160;07/04/2017 00:00;"11:52";2.443;1.568;238,8;"FA"
40.127;07/04/2017 00:00;"09:32";734;1.568;972;"FA"
40.150;07/04/2017 00:00;"11:08";3.018;2.481;153,8;"FA"
40.188;07/04/2017 00:00;"14:42";2.340;1.534;471,8;"FA"
40.139;07/04/2017 00:00;"10:11";1.665;1.568;283;"FA"
40.164;07/04/2017 00:00;"12:02";3.059;1.568;30,5;"FA"
40.161;07/04/2017 00:00;"11:55";1.373;18;4470;"FA"
40.185;07/04/2017 00:00;"14:23";2.975;2.481;836;"FA"
40.193;07/04/2017 00:00;"14:47";2.726;18;164,1;"FA"
40.208;07/04/2017 00:00;"15:32";1.773;1.568;133,65;"FA"
40.195;07/04/2017 00:00;"14:50";795;1.559;702;"FA"
40.215;07/04/2017 00:00;"15:55";1.386;1.568;138,3;"FA"
40.211;07/04/2017 00:00;"15:41";3.093;685;70;"FA"
40.235;07/04/2017 00:00;"17:02";591;19;3599,52;"FA"
40.125;07/04/2017 00:00;"09:27";3.088;3.049;1109,9;"FA"
40.134;07/04/2017 00:00;"10:00";2.000;2.300;599,36;"FA"
40.141;07/04/2017 00:00;"10:13";527;1.534;245,14;"FA"
40.129;07/04/2017 00:00;"09:46";1.914;2.300;216,92;"FA"
40.128;07/04/2017 00:00;"09:34";319;2.300;475,08;"FA"
40.135;07/04/2017 00:00;"10:02";1.679;2.182;944,69;"FA"
40.130;07/04/2017 00:00;"09:54";620;19;1497,06;"FA"
40.137;07/04/2017 00:00;"10:05";1.319;2.182;595,84;"FA"
40.131;07/04/2017 00:00;"09:55";810;1.534;222;"FA"
40.140;07/04/2017 00:00;"10:11";704;2.300;153,1;"FA"
40.142;07/04/2017 00:00;"10:31";974;685;350,1;"FA"
40.146;07/04/2017 00:00;"10:49";183;2.182;280,16;"FA"
40.133;07/04/2017 00:00;"09:57";2.440;2.182;1606,26;"FA"
40.136;07/04/2017 00:00;"10:02";1.106;18;5364;"FA"
40.143;07/04/2017 00:00;"10:38";2.892;2.182;169,45;"FA"
40.145;07/04/2017 00:00;"10:47";924;1.534;276,45;"FA"
40.148;07/04/2017 00:00;"10:52";1.331;2.300;483,06;"FA"
40.159;07/04/2017 00:00;"11:49";3.089;685;40;"FA"
40.138;07/04/2017 00:00;"10:09";1.198;3.070;29006,2;"FA"
40.175;07/04/2017 00:00;"13:30";1.266;3.049;269,3;"FA"
40.149;07/04/2017 00:00;"10:58";2.876;1.534;1381,58;"FA"
40.158;07/04/2017 00:00;"11:43";905;18;1090,03;"FA"
40.153;07/04/2017 00:00;"11:18";1.174;2.182;155;"FA"
40.152;07/04/2017 00:00;"11:12";250;2.182;418,99;"FA"
40.194;07/04/2017 00:00;"14:48";2.595;2.300;305,98;"FA"
40.156;07/04/2017 00:00;"11:31";725;18;643,77;"FA"
40.210;07/04/2017 00:00;"15:39";402;3.049;142,8;"FA"
40.151;07/04/2017 00:00;"11:10";923;1.534;541,75;"FA"
40.132;07/04/2017 00:00;"09:56";864;19;3255;"FA"
40.192;07/04/2017 00:00;"14:44";1.917;2.300;298,18;"FA"
40.154;07/04/2017 00:00;"11:25";1.851;19;2455,4;"FA"
40.168;07/04/2017 00:00;"12:41";1.646;3.049;166,45;"FA"
40.183;07/04/2017 00:00;"14:07";3.092;3.049;716;"FA"
40.221;07/04/2017 00:00;"16:24";1.027;3.049;88,15;"FA"
40.237;07/04/2017 00:00;"17:11";1.317;18;336;"FA"
40.163;07/04/2017 00:00;"12:01";1.139;2.300;188,84;"FA"
40.182;07/04/2017 00:00;"14:03";1.625;2.481;444;"FA"
40.178;07/04/2017 00:00;"13:37";995;19;1833,05;"FA"
40.176;07/04/2017 00:00;"13:29";628;19;1099,32;"FA"
40.167;07/04/2017 00:00;"12:39";590;19;2109,4;"FA"
40.184;07/04/2017 00:00;"14:19";962;19;382,5;"FA"
40.180;07/04/2017 00:00;"13:59";1.087;19;677,17;"FA"
40.166;07/04/2017 00:00;"12:30";781;19;1499,99;"FA"
40.173;07/04/2017 00:00;"12:58";3.090;685;105;"FA"
40.169;07/04/2017 00:00;"12:46";1.017;685;196,02;"FA"
40.179;07/04/2017 00:00;"13:48";1.918;19;1392,45;"FA"
40.172;07/04/2017 00:00;"12:55";79;18;373,8;"FA"
40.177;07/04/2017 00:00;"13:33";1.108;19;1745,96;"FA"
40.170;07/04/2017 00:00;"12:45";1.191;19;2342,64;"FA"
40.186;07/04/2017 00:00;"14:29";2.621;685;48;"FA"
40.171;07/04/2017 00:00;"12:52";1.151;18;379,2;"FA"
40.174;07/04/2017 00:00;"13:24";823;19;1903,9;"FA"
40.196;07/04/2017 00:00;"14:52";526;2.182;700,4;"FA"
40.197;07/04/2017 00:00;"14:55";616;2.481;1801,47;"FA"
40.209;07/04/2017 00:00;"15:36";1.705;1.559;755;"FA"
40.204;07/04/2017 00:00;"15:22";81;18;372,74;"FA"
40.212;07/04/2017 00:00;"15:40";1.071;19;566,9;"FA"
40.187;07/04/2017 00:00;"14:32";444;2.300;570,62;"FA"
40.206;07/04/2017 00:00;"15:26";419;2.182;2027,88;"FA"
40.202;07/04/2017 00:00;"15:14";1.373;18;232,9;"FA"
40.198;07/04/2017 00:00;"15:00";247;2.481;775,7;"FA"
40.147;07/04/2017 00:00;"10:51";1.563;18;7882,05;"FA"
40.191;07/04/2017 00:00;"14:44";2.216;2.182;1809,84;"FA"
40.205;07/04/2017 00:00;"15:25";889;18;1610,7;"FA"
40.199;07/04/2017 00:00;"15:13";3.091;18;244,24;"FA"
40.207;07/04/2017 00:00;"15:27";1.071;19;1673,05;"FA"
40.200;07/04/2017 00:00;"15:13";3.050;1.559;1340,4;"FA"
40.203;07/04/2017 00:00;"15:17";1.750;18;614,74;"CC"
40.214;07/04/2017 00:00;"15:46";945;1.534;1782,6;"FA"
40.201;07/04/2017 00:00;"15:14";1.852;19;3069,7;"FA"
40.218;07/04/2017 00:00;"16:12";748;18;776,3;"FA"
40.227;07/04/2017 00:00;"16:35";1.838;1.534;738,24;"FA"
40.234;07/04/2017 00:00;"16:58";72;18;249,3;"FA"
40.222;07/04/2017 00:00;"16:31";744;2.300;352,08;"FA"
40.226;07/04/2017 00:00;"16:34";1.164;1.534;574,08;"CC"
40.219;07/04/2017 00:00;"16:13";1.164;1.534;574,08;"FA"
40.224;07/04/2017 00:00;"16:32";220;18;178;"FA"
40.230;07/04/2017 00:00;"16:44";720;2.300;183,06;"FA"
40.231;07/04/2017 00:00;"16:44";1.205;2.182;358,04;"FA"
40.225;07/04/2017 00:00;"16:33";945;1.534;932,88;"FA"
40.233;07/04/2017 00:00;"16:55";684;2.182;429,03;"FA"
40.228;07/04/2017 00:00;"16:39";3.094;1.559;456;"FA"
40.236;07/04/2017 00:00;"17:09";822;19;2216,11;"FA"
40.229;07/04/2017 00:00;"16:40";724;2.182;2552,42;"FA"
40.223;07/04/2017 00:00;"16:32";563;2.182;1275,89;"FA"
40.220;07/04/2017 00:00;"16:15";2.261;2.481;2076,05;"FA"
40.217;07/04/2017 00:00;"16:09";3.035;2.481;1110,02;"FA"
40.216;07/04/2017 00:00;"15:58";880;18;1788;"FA"
40.213;07/04/2017 00:00;"15:47";3.094;1.559;228;"FA"
40.232;07/04/2017 00:00;"16:49";2.817;18;1015,97;"FA"
40.243;07/04/2017 00:00;"17:31";531;2.481;253,5;"FA"
40.242;07/04/2017 00:00;"17:31";110;1.534;748,69;"FA"
40.240;07/04/2017 00:00;"17:27";2.878;2.481;444;"FA"
40.238;07/04/2017 00:00;"17:19";1.982;2.481;168,08;"FA"
40.239;07/04/2017 00:00;"17:21";2.376;19;12456,29;"FA"
40.247;07/04/2017 00:00;"18:01";764;18;1603,92;"FA"
40.245;07/04/2017 00:00;"17:38";967;19;6469,7;"FA"
40.241;07/04/2017 00:00;"17:28";3.043;19;5416,5;"FA"
40.181;07/04/2017 00:00;"14:05";875;1.568;394,42;"FA"
40.246;07/04/2017 00:00;"17:43";3.095;3.070;25200;"FA"
40.248;07/04/2017 00:00;"18:00";819;2.300;3387,94;"FA"
40.249;07/04/2017 00:00;"18:02";69;18;538,14;"FA"
40.250;07/04/2017 00:00;"18:04";892;18;260,87;"FA"
40.252;08/04/2017 00:00;"08:16";69;18;3114,07;"FA"
40.254;08/04/2017 00:00;"08:26";226;18;2694,3;"FA"
40.253;08/04/2017 00:00;"08:17";914;18;332,99;"FA"
40.358;10/04/2017 00:00;"17:21";1.463;2.300;401,5;"FA"
40.251;07/04/2017 00:00;"18:59";197;2.182;420;"FA"
40.255;08/04/2017 00:00;"08:28";390;18;165;"FA"
40.256;08/04/2017 00:00;"09:26";428;2.182;607,5;"FA"
40.258;08/04/2017 00:00;"09:43";1.302;2.182;2359,58;"FA"
40.265;08/04/2017 00:00;"10:36";1.198;22;13482;"FA"
40.259;08/04/2017 00:00;"09:44";447;2.300;204;"CC"
40.262;08/04/2017 00:00;"10:00";1.022;2.182;572,4;"FA"
40.269;08/04/2017 00:00;"11:05";3.097;2.182;257,5;"FA"
40.263;08/04/2017 00:00;"10:09";1.041;2.182;320,6;"FA"
40.261;08/04/2017 00:00;"09:56";3.098;2.182;564,3;"FA"
40.260;08/04/2017 00:00;"09:45";3.031;2.300;255,98;"FA"
40.268;08/04/2017 00:00;"10:58";136;1.534;2189,91;"FA"
40.264;08/04/2017 00:00;"10:35";145;2.481;2494,7;"FA"
40.270;08/04/2017 00:00;"11:36";3.099;2.182;1462,74;"FA"
40.266;08/04/2017 00:00;"10:36";1.737;2.481;477;"FA"
40.267;08/04/2017 00:00;"10:39";2.682;2.481;2145;"FA"
40.257;08/04/2017 00:00;"09:37";1.062;2.300;466,44;"CC"
40.274;08/04/2017 00:00;"13:43";2.967;1.559;898,2;"FA"
40.275;08/04/2017 00:00;"13:46";3.038;1.559;1340,39;"FA"
40.271;08/04/2017 00:00;"12:36";564;18;1897,5;"FA"
40.277;08/04/2017 00:00;"14:00";1.609;1.559;4128;"FA"
40.366;11/04/2017 00:00;"09:07";993;2.182;341,5;"FA"
40.272;08/04/2017 00:00;"13:39";1.011;1.559;2088;"FA"
40.289;10/04/2017 00:00;"10:35";342;1.534;192,14;"FA"
40.295;10/04/2017 00:00;"10:58";387;18;296,16;"FA"
40.280;08/04/2017 00:00;"14:19";186;1.559;4716;"FA"
40.288;10/04/2017 00:00;"10:34";3.059;1.568;315;"FA"
40.286;10/04/2017 00:00;"10:29";2.798;2.300;163,8;"FA"
40.293;10/04/2017 00:00;"10:56";3.031;2.300;74,64;"FA"
40.278;08/04/2017 00:00;"14:10";1.687;1.559;4287;"FA"
40.273;08/04/2017 00:00;"13:42";1.688;1.559;20640;"FA"
40.276;08/04/2017 00:00;"13:56";164;2.300;180;"FA"
40.281;08/04/2017 00:00;"16:15";2.806;2.300;379,5;"FA"
