"seq_pre_venda";"cod_item";"qtd_item";"cod_unidade_venda";"val_unitario";"val_desconto_embutido";"val_desconto";"val_total"
40.114;392;2;5;7,5;0;0;15
40.114;96;1;5;14,4;0;0;14,4
42.609;7;1;2;64,9;0;0;64,9
42.609;391;2;5;13,08;0;0;26,16
42.609;283;1;7;29,88;0;0;29,88
42.609;99;1;12;37,74;0;0;37,74
42.609;101;12;1;4,19;0;0;50,28
42.609;51;1;12;23,5;0;0;23,5
42.609;257;6;1;7,42;0;0;44,52
42.609;157;6;1;4,58;0;0;27,48
42.609;47;1;12;17,94;0;0;17,94
42.609;15;2;5;59;0;0;118
42.614;38;10;12;30,54;0;0;305,4
42.614;22;4;35;81,36;0;0;325,44
42.616;62;1;2;21,998;0;0;22
42.616;60;1;2;30,5;0;0;30,5
42.616;163;1;20;29,002;0;0;29
42.616;52;1;5;27,1;0;0;27,1
42.616;38;3;12;31,15;0;0;93,45
42.618;104;1;5;69,48;0;0;69,48
42.618;7;2;2;64,898;0;0;129,8
42.618;188;1;1;7,416;0;0;7,42
42.619;416;7;7;23,4;0;0;163,8
42.619;24;5;7;23,88;0;0;119,4
44.879;64;2;7;22,68;0;0;45,36
44.886;290;12;1;2,49;0;0;29,88
44.886;25;2;7;23,5;0;0;47
42.612;24;5;7;23,88;0;0;119,4
44.886;27;1;7;19,08;0;0;19,08
44.886;68;1;7;21,48;0;0;21,48
44.886;95;1;5;14,4;0;0;14,4
42.617;403;2;2;105;0;0;210
40.111;37;40;10;37,95;0;55,2;1462,8
40.111;403;3;2;105;0;0;315
40.111;7;5;2;64,9;0;0;324,5
42.617;7;2;2;64,9;0;0;129,8
42.617;418;1;2;105;0;0;105
44.886;114;1;7;11;0;0;11
42.626;212;15;1;15;0;0;225
42.625;403;25;2;105;0;0;2625
42.625;418;8;2;105;0;0;840
42.625;6;2;2;140,4;0;0;280,8
42.625;5;1;2;84;0;0;84
42.625;183;1;35;95,76;0;0;95,76
42.900;27;5;7;19,08;0;0;95,4
44.886;40;1;12;25,9;0;0;25,9
44.886;41;1;12;25,9;0;0;25,9
44.885;290;2;35;59,76;0;0;119,52
44.885;334;2;35;38,495;0;0;76,99
44.885;429;2;1;17,9;0;0;35,8
44.885;367;5;5;13,8;0;0;69
44.888;367;15;5;13,8;0;0;207
40.110;99;1;12;37,74;0;0;37,74
42.611;416;20;7;23,4;0;23,96;444,04
40.119;216;10;18;8;0;0;80
40.119;211;1;1;40;0;0;40
40.120;5;1;2;84;0;0;84
40.121;27;10;7;20,28;0;0;202,8
40.123;38;2;12;31,15;0;0;62,3
40.123;62;1;2;22;0;0;22
40.123;104;3;1;6;0;0;18
40.123;37;1;10;38,87;0;0;38,87
40.123;36;1;10;38,87;0;0;38,87
40.118;178;35;7;31,08;0;0;1087,8
40.118;404;35;5;35,88;0;0;1255,8
40.122;403;8;2;105;0;0;840
40.122;1;4;2;105;0;0;420
40.122;42;6;12;29,9;0;0;179,4
40.122;38;6;12;31,9;0;0;191,4
40.122;6;6;2;140,4;0;0;842,4
40.126;104;1;5;70;0;0;70
40.126;37;1;10;39,1;0;0;39,1
40.126;403;1;2;105;0;0;105
40.126;127;4;1;8,45;0;0;33,8
40.126;124;1;1;8,15;0;0;8,15
40.127;403;7;2;108;0;0;756
40.127;1;2;2;108;0;0;216
44.881;418;5;2;105;0;20;505
44.881;403;5;2;105;0;20;505
44.881;25;8;7;23,425;0;0;187,4
44.881;24;8;7;23,88;0;0;191,04
44.881;42;2;12;27,54;0;0;55,08
44.881;282;12;1;5,79;0;0;69,48
44.881;347;6;5;70,68;0;0;424,08
44.883;178;20;7;34,68;0;24;669,6
44.883;179;20;7;34,68;0;24;669,6
44.887;25;100;7;23,4;0;179,95;2160,05
44.887;37;30;10;38,87;0;27,6;1138,5
44.887;403;30;2;105;0;210;2940
44.887;178;5;7;34,7;0;0;173,5
44.887;418;8;2;105;0;47,96;792,04
44.887;36;5;10;38,87;0;0;194,35
44.887;24;30;7;23,88;0;0;716,4
44.887;180;10;36;25,35;0;0;253,5
44.887;183;1;35;95,76;0;0;95,76
44.887;268;5;7;21;0;0;105
44.887;384;5;5;19,8;0;0;99
42.904;37;2;10;39,1;0;0;78,2
42.904;178;10;7;29,88;0;0;298,8
42.904;403;5;2;105;0;0;525
42.904;416;15;7;23,4;0;0;351
42.903;24;5;7;23,88;0;0;119,4
42.902;37;40;10;38,87;0;82,8;1472
40.129;52;3;5;26,5;0;0;79,5
40.129;62;2;2;22;0;0;44
40.129;38;3;12;31,14;0;0;93,42
40.134;52;1;5;26,5;0;0;26,5
40.134;38;6;12;31,14;0;0;186,84
40.134;40;2;12;25,9;0;0;51,8
40.134;42;2;12;27,6;0;0;55,2
40.134;45;1;12;25,9;0;0;25,9
40.134;51;3;12;23,5;0;0;70,5
40.134;44;1;12;23,5;0;0;23,5
40.134;194;1;12;24;0;0;24
40.134;25;2;7;23,88;0;0;47,76
40.134;24;2;7;23,88;0;0;47,76
40.134;27;2;7;19,8;0;0;39,6
40.139;14;1;5;60;0;0;60
40.139;15;2;5;59;0;0;118
40.139;1;1;2;105;0;0;105
40.140;15;2;5;60;0;0;120
40.140;40;1;12;25,9;0;0;25,9
40.140;392;1;5;7,2;0;0;7,2
40.141;38;5;12;31,14;0;0;155,7
40.141;145;6;1;3,15;0;0;18,9
40.141;210;6;1;3,15;0;0;18,9
40.141;101;6;1;4,19;0;0;25,14
40.163;9;1;2;73,901;0;0;73,9
40.163;7;1;2;64,9;0;0;64,9
40.163;391;3;5;16,68;0;0;50,04
40.128;24;5;7;22,8;0;0;114
40.128;404;5;5;32,28;0;0;161,4
40.128;178;5;7;29,88;0;0;149,4
40.128;101;12;1;4,19;0;0;50,28
40.125;403;7;2;108;0;0;756
40.125;382;2;2;100;0;0;200
40.125;39;1;12;34;0;0;34
40.125;51;1;12;25;0;0;25
40.125;283;1;7;33;0;0;33
40.125;309;1;1;30;0;0;30
40.125;38;1;12;31,9;0;0;31,9
42.623;7;2;2;64,9;0;0;129,8
42.623;188;1;1;7,42;0;0;7,42
42.623;52;1;5;26,5;0;0;26,5
42.621;416;286;7;21,48;0;0;6143,28
42.621;38;100;12;30,54;0;0;3054
42.627;27;187;7;19,08;0;0;3567,96
42.628;27;113;7;17,52;0;0;1979,76
40.169;45;1;12;25,896;0;0;25,9
40.169;40;1;12;25,896;0;0;25,9
40.169;41;1;12;25,896;0;0;25,9
40.169;79;1;7;16,68;0;0;16,68
40.169;64;1;7;22,68;0;0;22,68
40.169;78;1;7;16,68;0;0;16,68
40.169;38;2;12;31,14;0;0;62,28
40.175;25;10;7;23,88;0;0;238,8
40.175;60;1;2;30,5;0;0;30,5
44.980;15;2;5;59;0;0;118
44.982;62;1;2;21,998;0;0;22
44.983;25;2;7;23,88;0;0;47,76
44.983;27;2;7;19,8;0;0;39,6
42.620;129;6;1;8,9;0;0;53,4
42.620;128;3;1;8,9;0;0;26,7
42.620;122;3;1;8,9;0;0;26,7
42.620;333;6;1;10,9;0;0;65,4
44.983;24;1;7;23,88;0;0;23,88
44.985;101;1;1;5;0;0;5
45.023;36;5;10;38,87;0;0;194,35
42.624;156;1;5;90;0;0;90
42.624;385;3;7;76,68;0;0;230,04
42.624;38;20;12;30,54;0;0;610,8
42.624;416;20;7;23,4;0;23,96;444,04
42.624;147;12;1;3,4;0;0;40,8
42.624;290;1;35;95,76;0;0;95,76
42.624;101;1;2;100,56;0;0;100,56
42.624;108;1;5;70,8;0;0;70,8
42.622;15;15;5;58,9992;0;15,31;869,68
42.622;14;5;5;58,9992;0;5,11;289,89
45.023;180;20;36;25,35;0;15;492
45.022;7;1;2;68;0;0;68
45.022;15;1;5;60;0;0;60
45.022;37;1;10;38,87;0;0;38,87
45.022;257;2;1;8;0;0;16
45.032;15;5;5;58,999;0;0;295
44.887;21;1;35;81,36;0;0;81,36
40.137;7;4;2;64,9;0;0;259,6
40.137;37;2;10;37,95;0;0;75,9
40.137;403;1;2;105;0;0;105
40.137;25;5;7;23,4;0;0;117
40.137;385;6;1;6,39;0;0;38,34
44.887;20;1;35;71,76;0;0;71,76
44.887;409;5;5;37,08;0;0;185,4
44.887;347;2;5;70,68;0;0;141,36
44.887;429;2;1;17,9;0;0;35,8
44.887;124;6;1;8,9;0;0;53,4
44.887;123;2;1;8,9;0;0;17,8
44.887;333;2;1;11,9;0;0;23,8
44.887;306;2;1;10,75;0;0;21,5
44.887;99;1;12;37,74;0;0;37,74
44.887;100;1;12;62,94;0;0;62,94
44.887;257;6;1;7,5;0;0;45
44.887;157;1;5;56,3;0;0;56,3
40.149;178;7;7;29,88;0;0;209,16
40.149;25;30;7;23,4;0;0;702
40.149;179;3;1;27,48;0;0;82,44
40.149;196;4;26;15,12;0;0;60,48
40.149;183;1;35;107,76;0;0;107,76
40.149;193;1;35;95,76;0;0;95,76
40.149;46;1;12;25,9;0;0;25,9
40.149;47;1;12;21,5;0;0;21,5
40.149;50;1;12;21,5;0;0;21,5
40.149;42;2;12;27,54;0;0;55,08
40.141;312;5;1;5,3;0;0;26,5
40.136;27;300;7;19,08;0;360;5364
40.135;37;25;10;37,95;0;22,96;925,79
40.135;146;6;1;3,15;0;0;18,9
40.133;22;2;35;71,76;0;0;143,52
40.133;37;40;10;37,95;0;55,26;1462,74
44.887;321;12;1;2,99;0;0;35,88
42.904;15;9;5;59;0;0;531
42.904;180;3;36;25,35;0;0;76,05
40.131;25;10;7;23,4;0;12;222
40.130;38;50;12;31,14;0;59,94;1497,06
40.124;25;50;7;23,4;0;120,04;1049,96
42.904;418;2;2;105;0;0;210
42.904;333;1;5;130,8;0;0;130,8
42.904;409;1;5;37,08;0;0;37,08
42.889;37;10;10;38,87;0;0;388,7
42.889;36;15;10;38,87;0;0;583,05
42.889;212;3;1;15;0;0;45
40.143;37;3;10;37,95;0;0;113,85
40.143;31;1;7;17,65;0;0;17,65
40.143;36;1;10;37,95;0;0;37,95
40.142;37;5;10;38,87;0;0;194,35
40.142;38;5;12;31,15;0;0;155,75
42.980;129;2;1;10,9;0;0;21,8
40.144;403;3;2;105;0;0;315
40.144;1;1;2;105;0;0;105
40.145;37;2;10;37,95;0;0;75,9
40.145;36;1;10;37,95;0;0;37,95
40.145;25;5;7;23,4;0;0;117
40.145;24;2;7;22,8;0;0;45,6
45.014;45;100;12;23,94;0;0;2394
45.014;64;1584;7;19;0;0;30096
45.020;64;2860;7;19,08;0;0;54568,8
45.021;24;4004;7;20,64;0;0;82642,56
45.036;403;2;2;105;0;0;210
45.036;52;5;5;27;0;0;135
45.036;7;1;2;68;0;0;68
43.007;292;6;1;8;0;0;48
43.007;403;1;2;105;0;0;105
43.007;38;2;12;31,14;0;0;62,28
45.033;403;12;1;4,5;0;0;54
45.033;418;12;1;4,5;0;0;54
45.033;27;2;7;19,8;0;0;39,6
43.009;157;1;5;54,9;0;0;54,9
43.009;418;1;2;105;0;0;105
43.008;216;25;18;8;0;0;200
43.008;225;1;1;80;0;0;80
43.008;418;7;2;106;0;0;742
43.008;403;5;2;106;0;0;530
43.012;416;4;7;23,4;0;0;93,6
43.012;27;3;7;19,08;0;0;57,24
45.037;402;1200;26;35,6;0;0;42720
43.013;416;5;7;23,4;0;0;117
43.013;24;1;7;23,88;0;0;23,88
43.013;31;5;7;17,64;0;0;88,2
45.039;7;2;2;66;0;0;132
45.039;385;1;1;6,5;0;0;6,5
45.038;61;1;2;30,5;0;0;30,5
45.040;367;1;5;17,8;0;0;17,8
45.038;60;1;2;30,5;0;0;30,5
45.038;52;2;5;27;0;0;54
43.010;416;5;7;23,88;0;0;119,4
45.055;403;2;2;105;0;0;210
45.055;52;1;5;27;0;0;27
45.055;38;2;12;31,15;0;0;62,3
45.055;51;2;12;23,5;0;0;47
40.146;129;2;1;8,15;0;0;16,3
40.146;356;3;1;8,95;0;0;26,85
40.146;124;6;1;8,15;0;0;48,9
40.146;101;1;2;100,56;0;0;100,56
40.146;99;1;12;37,75;0;0;37,75
40.146;127;3;1;8,45;0;0;25,35
40.146;122;3;1;8,15;0;0;24,45
45.055;27;10;7;19,08;0;0;190,8
45.055;26;2;7;19,08;0;0;38,16
45.055;31;1;7;18,6;0;0;18,6
40.148;37;3;10;39,1;0;0;117,3
40.148;60;2;2;30;0;0;60
40.148;52;2;5;26,5;0;0;53
40.148;104;2;5;69,48;0;0;138,96
40.148;15;2;5;56,9;0;0;113,8
43.022;5;1;2;85;0;0;85
40.150;7;2;2;64,9;0;0;129,8
40.150;287;4;1;6;0;0;24
45.041;25;1;7;23,88;0;0;23,88
45.041;24;1;7;23,88;0;0;23,88
45.041;27;1;7;19,8;0;0;19,8
45.042;38;2;12;31,15;0;0;62,3
45.042;52;1;5;27;0;0;27
45.043;403;3;2;105;0;0;315
45.044;367;1;5;17,8;0;0;17,8
45.044;193;2;1;4,5;0;0;9
45.046;52;1;5;27;0;0;27
45.046;37;1;10;38,87;0;0;38,87
43.862;37;7;10;38,87;0;0;272,09
43.862;102;4;1;5,75;0;0;23
43.862;128;6;1;8,9;0;0;53,4
43.862;206;5;7;25,08;0;0;125,4
43.862;3;3;2;69,84;0;0;209,52
43.862;26;10;7;19,08;0;0;190,8
43.862;24;10;7;23,88;0;4,8;234
45.048;26;3;7;19,8;0;0;59,4
45.048;31;1;7;18,6;0;0;18,6
45.049;403;1;2;105;0;0;105
45.051;25;2;7;23,88;0;0;47,76
45.051;24;1;7;23,88;0;0;23,88
40.152;27;10;7;19,08;0;0;190,8
40.152;25;4;7;23,4;0;0;93,6
40.152;24;2;7;22,8;0;0;45,6
40.152;188;1;5;88,99;0;0;88,99
40.151;51;4;12;23,5;0;0;94
40.151;40;2;12;25,895;0;0;51,79
40.151;41;1;12;25,9;0;0;25,9
40.151;45;1;12;25,9;0;0;25,9
40.151;24;2;7;22,8;0;0;45,6
40.151;181;5;12;33;0;0;165
40.151;27;7;7;19,08;0;0;133,56
40.153;35;1;7;38;0;0;38
40.153;25;3;7;23,4;0;0;70,2
40.153;24;2;7;23,4;0;0;46,8
45.053;150;3;1;9,9;0;0;29,7
45.053;188;3;1;8,5;0;0;25,5
45.053;292;2;1;8;0;0;16
43.015;403;1;2;105;0;0;105
45.053;155;3;1;6,4;0;0;19,2
45.053;105;2;1;8,9;0;0;17,8
43.015;38;3;12;31,14;0;0;93,42
43.015;64;1;7;22,7;0;0;22,7
45.047;36;10;10;38,87;0;0;388,7
45.047;157;5;5;56,28;0;0;281,4
45.045;403;2;2;105;0;0;210
45.045;159;2;12;27;0;0;54
43.018;51;1;12;23,5;0;0;23,5
43.018;62;1;2;21,998;0;0;22
43.018;64;1;7;22,68;0;0;22,68
43.018;79;1;7;16,9;0;0;16,9
45.052;403;50;2;98;0;0;4900
43.019;28;10;5;13,08;0;0;130,8
40.132;25;50;7;23,4;0;95;1075
40.132;24;100;7;21,8;0;0;2180
43.019;367;50;5;20,28;0;0;1014
45.052;15;50;5;56;0;0;2800
45.052;14;25;5;56;0;0;1400
40.154;25;50;7;23,4;0;95;1075
40.154;24;30;7;23,4;0;0;702
40.154;52;2;5;26,5;0;0;53
45.054;27;50;7;19,08;0;54;900
45.054;25;10;7;23,4;0;5,99;228,01
45.054;157;1;5;56,28;0;0;56,28
45.054;429;3;1;17,9;0;0;53,7
45.054;431;3;1;17,9;0;0;53,7
45.064;418;35;2;105;0;209,84;3465,16
45.064;403;15;2;105;0;89,93;1485,07
43.021;416;1;7;23,4;0;0;23,4
43.021;27;3;7;19,08;0;0;57,24
43.021;292;1;1;7,99;0;0;7,99
43.021;37;1;10;38,87;0;0;38,87
43.021;156;2;1;7,5;0;0;15
43.021;272;2;1;6;0;0;12
43.020;99;1;12;37,74;0;0;37,74
43.020;100;1;12;62,95;0;0;62,95
43.020;101;1;2;100,56;0;0;100,56
43.020;129;2;1;8,9;0;0;17,8
43.020;124;6;1;8,9;0;0;53,4
43.027;66;1;7;21,8;0;0;21,8
43.027;64;1;7;22,68;0;0;22,68
43.027;163;1;20;29;0;0;29
43.027;418;2;2;105;0;0;210
43.026;188;6;1;7,5;0;0;45
43.026;190;2;5;22,8;0;0;45,6
43.026;109;2;1;12,9;0;0;25,8
43.026;127;4;1;9,35;0;0;37,4
43.025;7;1;2;64,9;0;0;64,9
43.025;27;3;7;19,0833333333333;0;0;57,25
43.025;52;1;5;26,5;0;0;26,5
43.025;262;3;1;4,90666666666667;0;0;14,72
40.154;312;10;1;5,3;0;0;53
40.154;26;30;7;19,08;0;0;572,4
40.155;403;4;2;105;0;0;420
40.155;64;10;7;22,9;0;0;229
40.155;68;5;7;22,2;0;0;111
40.155;65;2;7;23,2;0;0;46,4
40.155;92;5;12;13,2;0;0;66
40.155;94;5;12;13,2;0;0;66
40.155;89;1;12;24;0;0;24
40.155;84;1;29;24;0;0;24
40.155;70;2;7;23,9;0;0;47,8
40.156;25;25;7;23,4;0;30,01;554,99
40.156;334;1;35;38,5;0;0;38,5
40.156;101;12;1;4,19;0;0;50,28
40.167;25;20;7;23,4;0;8;460
40.167;24;50;7;23;0;0;1150
40.167;37;10;10;38,87;0;0;388,7
40.167;181;2;12;33;0;0;66
40.167;359;5;29;8,94;0;0;44,7
40.166;180;50;36;25,35;0;75;1192,5
40.166;262;3;5;58,8966666666667;0;0;176,69
40.166;333;1;5;130,8;0;0;130,8
43.862;150;2;1;9,8;0;0;19,6
43.862;186;5;7;23,88;0;0;119,4
43.862;290;4;1;3,99;0;0;15,96
43.862;64;1;7;22,7;0;0;22,7
43.870;25;30;7;23,4;0;21,62;680,38
45.081;51;1;12;23,5;0;0;23,5
45.081;25;1;7;23,8;0;0;23,8
45.081;159;1;12;27;0;0;27
43.873;38;10;12;29,94;0;0;299,4
43.873;51;10;12;23,5;0;0;235
43.873;37;15;10;38,87;0;13,8;569,25
43.873;15;5;5;58,9992;0;5,11;289,89
45.083;403;1;2;105;0;0;105
45.083;45;1;1;5,5;0;0;5,5
45.087;312;2;1;5;0;0;10
45.089;27;2;7;22;0;0;44
45.089;38;1;1;6;0;0;6
45.091;178;1;7;35;0;0;35
45.092;403;2;2;105;0;0;210
45.093;37;3;10;38,87;0;0;116,61
45.093;51;2;12;23,5;0;0;47
45.095;7;12;1;3;0;0;36
45.095;403;12;1;4,5;0;0;54
45.095;418;12;1;4,5;0;0;54
45.104;231;3;1;10;0;0;30
43.025;188;2;1;7,415;0;0;14,83
43.025;157;3;1;4,57666666666667;0;0;13,73
43.024;178;6;7;29,88;0;0;179,28
43.023;37;4;10;38,87;0;0;155,48
43.023;411;1;29;10,14;0;0;10,14
43.023;14;20;5;57,88;0;0;1157,6
43.016;37;10;10;38,87;0;0;388,7
43.016;403;1;2;105;0;0;105
43.016;418;1;2;105;0;0;105
43.030;38;5;12;31,14;0;0;155,7
43.029;403;4;2;105;0;0;420
43.029;418;2;2;105;0;0;210
43.028;37;4;10;38,87;0;0;155,48
43.028;104;3;1;5,79;0;0;17,37
43.028;190;1;5;22,8;0;0;22,8
43.028;38;1;12;31,14;0;0;31,14
43.014;323;12;1;2,99;0;0;35,88
43.014;321;1;35;71,76;0;0;71,76
43.014;18;1;35;64,56;0;0;64,56
43.014;322;1;35;71,76;0;0;71,76
43.014;20;2;35;71,76;0;0;143,52
43.014;282;1;2;138,96;0;0;138,96
43.014;21;1;35;81,36;0;0;81,36
43.014;177;2;36;24,75;0;0;49,5
43.014;178;2;7;29,88;0;0;59,76
43.014;180;1;36;25,35;0;0;25,35
43.014;24;2;7;23,88;0;0;47,76
43.014;347;1;5;69,48;0;0;69,48
43.014;27;1;7;19,08;0;0;19,08
43.014;384;1;5;19,8;0;0;19,8
43.014;64;1;7;22,68;0;0;22,68
43.014;38;2;12;31,14;0;0;62,28
40.160;25;10;7;23,88;0;0;238,8
40.157;403;2;2;105;0;0;210
40.157;1;1;2;105;0;0;105
40.157;7;1;2;70;0;0;70
40.157;64;4;7;22,8;0;0;91,2
40.157;65;1;7;22,9;0;0;22,9
40.157;66;1;7;21,9;0;0;21,9
40.157;68;2;7;21,9;0;0;43,8
40.157;401;1;5;8;0;0;8
40.157;150;2;1;9,8;0;0;19,6
40.157;392;1;5;7,6;0;0;7,6
40.157;15;1;5;60;0;0;60
40.157;14;1;5;60;0;0;60
40.157;231;1;1;10;0;0;10
40.159;216;5;18;8;0;0;40
40.164;60;1;2;30,5;0;0;30,5
40.158;37;25;10;37,03;0;0;925,75
40.158;101;12;1;4,19;0;0;50,28
40.158;24;5;7;22,8;0;0;114
40.162;403;5;2;105;0;0;525
40.162;15;13;5;56,899;0;0;739,69
40.162;25;3;7;23,4;0;0;70,2
40.161;27;250;7;17,88;0;0;4470
40.165;22;2;35;71,76;0;0;143,52
40.165;268;20;7;19,08;0;0;381,6
40.165;37;30;10;36,57;0;0;1097,1
40.173;1;1;2;105;0;0;105
43.014;39;1;12;32,46;0;0;32,46
43.014;65;1;7;22,68;0;0;22,68
43.017;24;50;7;22;0;0;1100
43.006;403;4;2;105;0;0;420
43.006;15;8;5;59;0;0;472
43.006;180;5;36;25,35;0;0;126,75
43.006;418;2;2;105;0;0;210
43.006;14;3;5;59;0;0;177
43.006;27;50;7;19,08;0;0;954
43.006;31;10;7;17,64;0;0;176,4
43.006;52;1;5;26,5;0;0;26,5
43.006;39;1;12;32,46;0;0;32,46
43.006;89;1;12;23,88;0;0;23,88
43.006;84;1;29;23,88;0;0;23,88
43.006;40;2;12;25,896;0;0;51,79
43.006;26;20;7;19,08;0;0;381,6
43.006;194;1;12;23,999;0;0;24
43.006;45;1;12;25,896;0;0;25,9
43.006;124;1;5;106,8;0;0;106,8
43.006;122;3;1;8,9;0;0;26,7
43.006;123;3;1;8,9;0;0;26,7
43.006;128;3;1;8,9;0;0;26,7
43.006;125;3;1;8,9;0;0;26,7
43.006;129;3;1;8,9;0;0;26,7
43.006;36;5;10;38,87;0;0;194,35
43.035;403;30;2;106;0;0;3180
43.035;283;5;7;34;0;0;170
43.035;42;25;12;30;0;0;750
43.036;225;2;32;80;0;0;160
43.865;52;1;5;26,5;0;0;26,5
43.872;24;4;7;23,88;0;0;95,52
43.872;177;4;36;24,75;0;0;99
43.872;37;4;10;38,87;0;0;155,48
45.057;15;3;5;59;0;0;177
45.057;27;3;7;19,5;0;0;58,5
43.876;92;1;12;12,9;0;0;12,9
43.876;296;2;12;9;0;0;18
43.876;93;1;12;12,9;0;0;12,9
43.876;94;1;12;12,9;0;0;12,9
43.876;90;1;12;12,9;0;0;12,9
43.876;96;1;5;14,4;0;0;14,4
43.876;95;1;5;14,4;0;0;14,4
43.011;7;5;2;64,8984;0;9,99;314,5
43.011;27;20;7;19,08;0;1,6;380
43.011;37;5;10;38,87;0;0;194,35
45.056;26;40;7;19,08;0;0;763,2
45.056;3;2;2;70;0;0;140
45.056;104;1;5;69,5;0;0;69,5
45.056;124;1;5;106,8;0;0;106,8
45.056;378;3;1;16,9;0;0;50,7
45.056;283;1;7;29,88;0;0;29,88
45.063;24;15;7;23,88;0;0;358,2
45.060;104;1;5;69,5;0;0;69,5
45.060;31;2;7;17,64;0;0;35,28
43.033;64;50;7;22,68;0;0;1134
43.033;68;10;7;19,8;0;0;198
43.033;66;5;7;21,792;0;0;108,96
43.033;416;100;7;23,4;0;143,91;2196,09
43.033;24;150;7;21,9;0;0;3285
45.060;27;4;7;19,08;0;0;76,32
45.060;24;1;7;23,88;0;0;23,88
45.060;25;3;7;23,5;0;0;70,5
45.050;164;1;7;15;0;0;15
45.050;52;1;5;27;0;0;27
45.062;409;1;5;37,08;0;0;37,08
40.182;25;20;7;23,4;0;24;444
40.179;180;20;36;25,35;0;27;480
40.179;24;10;7;22,8;0;0;228
45.062;15;5;5;59;0;0;295
45.072;367;15;5;13,8;0;0;207
43.038;177;300;36;23,55;0;0;7065
43.038;37;70;10;38,87;0;161,08;2559,82
43.038;180;50;36;25,35;0;37,52;1229,98
43.032;64;50;7;22,68;0;0;1134
43.032;68;10;7;19,8;0;0;198
43.032;66;5;7;21,792;0;0;108,96
43.032;416;100;7;23,4;0;143,91;2196,09
43.032;24;150;7;21,9;0;0;3285
43.034;41;10;12;24,9;0;0;249
43.034;68;30;7;17,88;0;0;536,4
43.034;24;200;7;23,88;0;395,93;4380,07
43.043;27;5;7;19,08;0;0;95,4
43.043;384;5;5;19,8;0;0;99
43.043;416;30;7;23,4;0;17,97;684,03
43.045;180;20;36;25,35;0;15,01;491,99
43.048;24;120;7;23,88;0;237,56;2628,04
43.048;416;30;7;23,4;0;21,6;680,4
43.047;416;10;7;23,4;0;5,99;228,01
43.047;283;2;7;29,88;0;0;59,76
43.052;27;50;7;19,08;0;54;900
43.052;367;50;5;20,28;0;0;1014
43.031;416;50;7;23,4;0;60;1110
40.180;52;5;5;26,5;0;0;132,5
40.180;181;4;12;33;0;0;132
40.180;62;1;2;22;0;0;22
40.180;60;2;2;29,76;0;0;59,52
40.180;40;2;12;25,895;0;0;51,79
40.180;3;4;2;69,84;0;0;279,36
45.859;3;5;2;69,84;0;0;349,2
45.859;26;3;7;19,08;0;0;57,24
45.859;31;3;7;17,64;0;0;52,92
45.859;38;3;12;31,14;0;0;93,42
45.856;403;10;2;105;0;0;1050
40.176;40;10;12;24,9;0;0;249
40.176;66;10;7;21,792;0;0;217,92
40.176;64;20;7;20,28;0;0;405,6
40.176;65;10;7;22,68;0;0;226,8
45.856;418;3;2;105;0;0;315
40.184;180;15;36;25,5;0;0;382,5
45.856;114;5;7;10,992;0;0;54,96
45.856;115;10;7;10,5;0;0;105
43.040;104;1;5;69,5;0;0;69,5
43.040;157;1;5;54,9;0;0;54,9
43.040;37;1;10;38,87;0;0;38,87
43.040;15;1;5;60;0;0;60
45.864;38;2;12;31,14;0;0;62,28
45.862;25;50;7;23,4;0;89,97;1080,03
45.865;15;20;5;58,9992;0;19,98;1160
45.863;27;50;7;19,08;0;54;900
45.866;27;10;7;19,08;0;1,2;189,6
45.867;25;15;7;23,4;0;8,99;342,01
43.039;416;3;7;23,88;0;0;71,64
43.039;24;1;7;23,88;0;0;23,88
43.040;24;6;7;23,88;0;0;143,28
43.042;403;4;2;105;0;0;420
43.042;38;2;12;31,14;0;0;62,28
43.042;51;2;12;23,5;0;0;47
43.044;62;2;2;21,998;0;0;44
43.044;38;1;12;31,14;0;0;31,14
43.037;37;2;10;38,87;0;0;77,74
43.037;7;5;2;62,9;0;0;314,5
43.050;416;15;7;23,4;0;0;351
43.050;24;10;7;23,88;0;0;238,8
43.050;101;6;1;4,19;0;0;25,14
43.053;102;8;1;5,75;0;0;46
43.053;367;10;5;21;0;0;210
43.053;334;1;35;43,9;0;0;43,9
43.053;178;10;7;29,88;0;0;298,8
42.361;416;20;7;22,2;0;0;444
42.361;24;10;7;22,8;0;0;228
43.066;38;1;12;31,14;0;0;31,14
43.066;105;3;1;8,9;0;0;26,7
43.066;150;3;1;9,8;0;0;29,4
43.066;27;5;7;19,08;0;0;95,4
43.071;7;1;2;65;0;0;65
43.071;403;1;2;105;0;0;105
43.071;416;2;7;23,4;0;0;46,8
44.025;287;1;5;72;0;0;72
44.025;38;3;12;31;0;0;93
40.179;37;15;10;38,87;0;0;583,05
40.179;127;1;5;101,4;0;0;101,4
40.178;25;50;7;23,4;0;95;1075
40.178;24;10;7;23,4;0;0;234
40.178;64;5;7;22,68;0;0;113,4
40.178;312;5;1;5,3;0;0;26,5
40.178;27;10;7;19,08;0;1;189,8
40.178;37;5;10;38,87;0;0;194,35
40.177;158;10;28;41;0;0;410
40.177;99;2;12;37,74;0;0;75,48
40.177;103;2;2;84;0;0;168
40.177;100;2;12;62,94;0;0;125,88
40.177;101;1;2;100,56;0;0;100,56
40.177;392;10;5;7,5;0;0;75
40.177;401;2;5;8,5;0;0;17
40.177;391;50;5;16,2;0;35,96;774,04
